"ID","NAME","DESCRIPTION","IID"
"XOSA","XOSA","OSLO BORS - LIT X AUCTIONS",2352
"XOSC","XOSC","OSLO CONNECT",2353
"XOSD","XOSD","OSLO BORS NORTH SEA - DARK POOL",2354
"XOSE","XOSE","OSAKA EXCHANGE",2355
"XOSJ","XOSJ","OSAKA EXCHANGE J-NET",2356
"XOSL","XOSL","OSLO BORS",2357
"XOSM","XOSM","OSAKA MERCANTILE EXCHANGE",2358
"XOST","XOST","OSAKA SENI TORIHIKIJO (TEXTILE EXCHANGE)",2359
"XOTB","XOTB","OESTERREICHISCHE TERMIN- UND OPTIONENBOERSE, CLEARING BANK AG",2360
"XOTC","XOTC","OTCBB",2361
"XOTP","XOTP","OTP BANKA D.D.",2362
"XPAC","XPAC","POSIT AUCTION",2363
"XPAE","XPAE","PALESTINE SECURITIES EXCHANGE",2364
"XPAL","XPAL","POSIT AUCTION UK",2365
"XPAR","XPAR","EURONEXT - EURONEXT PARIS",2366
"XPBT","XPBT","NASDAQ OMX FUTURES EXCHANGE",2367
"XPET","XPET","STOCK EXCHANGE SAINT PETERSBURG",2368
"XPHL","XPHL","NASDAQ OMX PHLX",2369
"XPHO","XPHO","PHILADELPHIA OPTIONS EXCHANGE",2370
"XPHS","XPHS","PHILIPPINE STOCK EXCHANGE, INC.",2371
"XPHX","XPHX","PEEL HUNT CROSSING",2372
"XPIC","XPIC","SAINT-PETERSBURG CURRENCY EXCHANGE",2373
"XPIN","XPIN","UBS PIN (UBS PRICE IMPROVEMENT NETWORK)",2374
"XPLU","XPLU","PLUS MARKETS GROUP",2375
"XPMS","XPMS","BORSA ISTANBUL - PRECIOUS METALS AND DIAMONDS MARKETS",2376
"XPOL","XPOL","POSIT DARK UK",2377
"XPOM","XPOM","PNGX MARKETS LIMITED",2378
"XPOR","XPOR","PORTAL",2379
"XPOS","XPOS","POSIT DARK",2380
"XPOT","XPOT","EUROPEAN ENERGY EXCHANGE - OTF GAS MARKET",2381
"XPOW","XPOW","POWERNEXT",2382
"XPRA","XPRA","PRAGUE STOCK EXCHANGE",2383
"XPRI","XPRI","PRIDNEPROVSK COMMODITY EXCHANGE",2384
"XPRM","XPRM","PRAGUE STOCK EXCHANGE - MTF",2385
"XPSE","XPSE","PACIFIC EXCHANGE",2386
"XPSF","XPSF","EUROPEAN ENERGY EXCHANGE - REGULATED GAS MARKET",2387
"XPST","XPST","POSIT - ASIA PACIFIC",2388
"XPSX","XPSX","NASDAQ OMX PSX",2389
"XPTY","XPTY","LATIN AMERICAN STOCK EXCHANGE, INC.",2390
"XPUK","XPUK","XP INVESTMENTS UK LLP",2391
"XPUS","XPUS","XP INVESTMENTS US, LLC",2392
"XPXE","XPXE","POWER EXCHANGE CENTRAL EUROPE",2393
"XQLX","XQLX","QLX",2394
"XQMH","XQMH","SIX SWISS EXCHANGE - STRUCTURED PRODUCTS",2395
"XQOD","XQOD","SIX SWISS EXCHANGE - ETF QOD",2396
"XQTX","XQTX","BOERSE DUESSELDORF - QUOTRIX",2397
"XQUI","XQUI","BOLSA DE VALORES DE QUITO",2398
"XRAS","XRAS","RASDAQ",2399
"XRBM","XRBM","RINGGIT BOND MARKET",2400
"XRCB","XRCB","RAIFFEISEN CENTROBANK AG - SYSTEMATIC INTERNALISER",2401
"XREP","XREP","SIX REPO AG - CH REPO MARKET",2402
"XRFQ","XRFQ","POSIT RFQ",2403
"XRIO","XRIO","BOLSA DE VALORES DO RIO DE JANEIRO",2404
"XRIS","XRIS","NASDAQ RIGA AS",2405
"XRMO","XRMO","RM-SYSTEM CZECH STOCK EXCHANGE - MTF",2406
"XRMS","XRMS","SK RM-S (SLOVAK STOCK EXCHANGE)",2407
"XRMZ","XRMZ","RM-SYSTEM CZECH STOCK EXCHANGE",2408
"XROS","XROS","BOLSA DE COMERCIO ROSARIO",2409
"XROT","XROT","SIX REPO AG - OTC SPOT MARKET",2410
"XROV","XROV","REGIONAL EXCHANGE CENTRE - MICEX SOUTH",2411
"XROX","XROX","MERCADO DE VALORES DE ROSARIO S.A.",2412
"XRPM","XRPM","ROMANIAN POWER MARKET",2413
"XRSP","XRSP","PEEL HUNT RETAIL",2414
"XRTR","XRTR","RTR (REUTERS-REALTIME-DATEN)",2415
"XRUS","XRUS","INTERNET DIRECT-ACCESS EXCHANGE",2416
"XSAF","XSAF","JSE EQUITY DERIVATIVES MARKET",2417
"XSAM","XSAM","SAMARA CURRENCY INTERBANK EXCHANGE",2418
"XSAP","XSAP","SAPPORO SECURITIES EXCHANGE",2419
"XSAT","XSAT","SPOTLIGHT STOCK MARKET AB",2420
"XSAU","XSAU","SAUDI STOCK EXCHANGE",2421
"XSBI","XSBI","JAPANNEXT - X - MARKET",2422
"XSBT","XSBT","SINGAPORE EXCHANGE BOND TRADING PTE. LTD",2423
"XSC1","XSC1","BOERSE FRANKFURT WARRANTS TECHNICAL 1",2424
"XSC2","XSC2","BOERSE FRANKFURT WARRANTS TECHNICAL 2",2425
"XSC3","XSC3","BOERSE FRANKFURT WARRANTS TECHNICAL 3",2426
"XSCA","XSCA","SINGAPORE CATALIST MARKET",2427
"XSCE","XSCE","SINGAPORE COMMODITY EXCHANGE",2428
"XSCL","XSCL","SINGAPORE CENTRAL LIMIT ORDER BOOK INTERNATIONAL",2429
"XSCO","XSCO","BOERSE FRANKFURT WARRANTS TECHNICAL",2430
"XSCU","XSCU","STOXX LIMITED - CUSTOMIZED INDICES",2431
"XSDX","XSDX","SIX DIGITAL EXCHANGE",2432
"XSEB","XSEB","SIX SWISS EXCHANGE - EBBO BOOK",2433
"XSEC","XSEC","SHENZHEN STOCK EXCHANGE - SHENZHEN - HONG KONG STOCK CONNECT",2434
"XSEF","XSEF","SWAPEX, LLC",2435
"XSES","XSES","SINGAPORE EXCHANGE",2436
"XSFA","XSFA","JSE COMMODITY DERIVATIVES MARKET",2437
"XSFE","XSFE","ASX - TRADE24",2438
"XSGA","XSGA","SOCIETE GENERALE - SYSTEMATIC INTERNALISER",2439
"XSGB","XSGB","SOCIETE GENERALE (LONDON BRANCH) - SYSTEMATIC INTERNALISER",2440
"XSGE","XSGE","SHANGHAI FUTURES EXCHANGE",2441
"XSGO","XSGO","SANTIAGO STOCK EXCHANGE",2442
"XSHE","XSHE","SHENZHEN STOCK EXCHANGE",2443
"XSHG","XSHG","SHANGHAI STOCK EXCHANGE",2444
"XSIB","XSIB","SIBERIAN EXCHANGE",2445
"XSIC","XSIC","SIBERIAN INTERBANK CURRENCY EXCHANGE",2446
"XSIM","XSIM","SINGAPORE EXCHANGE DERIVATIVES CLEARING LIMITED",2447
"XSLS","XSLS","SIX SWISS EXCHANGE - SLS",2448
"XSME","XSME","SHENZHEN MERCANTILE EXCHANGE",2449
"XSMP","XSMP","EURONEXT BLOCK",2450
"XSOM","XSOM","BOLSA DE VALORES DE SAO PAULO - SOMA",2451
"XSOP","XSOP","BSP REGIONAL ENERGY EXCHANGE - SOUTH POOL",2452
"XSPM","XSPM","EURONEXT STRUCTURED PRODUCTS MTF",2453
"XSPS","XSPS","SOUTH PACIFIC STOCK EXCHANGE",2454
"XSRM","XSRM","MERCADO DE FUTUROS DE ACEITE DE OLIVA, S.A.",2455
"XSSC","XSSC","SHANGHAI STOCK EXCHANGE - SHANGHAI - HONG KONG STOCK CONNECT",2456
"XSSE","XSSE","SARAJEVO STOCK EXCHANGE",2457
"XSTC","XSTC","HOCHIMINH STOCK EXCHANGE",2458
"XSTE","XSTE","REPUBLICAN STOCK EXCHANGE",2459
"XSTF","XSTF","BOERSE STUTTGART - TECHNICAL PLATFORM 2",2460
"XSTM","XSTM","FIDELITY CROSSSTREAM ATS",2461
"XSTO","XSTO","NASDAQ STOCKHOLM AB",2462
"XSTP","XSTP","BOERSE STUTTGART - TECHNICAL PLATFORM 3",2463
"XSTU","XSTU","BOERSE STUTTGART",2464
"XSTV","XSTV","STOXX LIMITED - VOLATILITY INDICES",2465
"XSTX","XSTX","STOXX LIMITED - INDICES",2466
"XSUR","XSUR","SURABAYA STOCK EXCHANGE",2467
"XSVA","XSVA","EL SALVADOR STOCK EXCHANGE",2468
"XSWA","XSWA","SWAZILAND STOCK EXCHANGE",2469
"XSWB","XSWB","SWX SWISS BLOCK",2470
"XSWM","XSWM","SIX SWISS EXCHANGE - SIX SWISS EXCHANGE AT MIDPOINT",2471
"XSWO","XSWO","SWISS OPTIONS AND FINANIAL FUTURES EXCHANGE",2472
"XSWX","XSWX","SIX SWISS EXCHANGE",2473
"XTAA","XTAA","FIRST NORTH ESTONIA",2474
"XTAD","XTAD","TAISDAQ",2475
"XTAE","XTAE","TEL AVIV STOCK EXCHANGE",2476
"XTAF","XTAF","TAIWAN FUTURES EXCHANGE",2477
"XTAI","XTAI","TAIWAN STOCK EXCHANGE",2478
"XTAL","XTAL","NASDAQ TALLINN AS",2479
"XTAM","XTAM","TOKYO STOCK EXCHANGE-TOKYO PRO MARKET",2480
"XTAR","XTAR","TALLINN STOCK EXCHANGE - REGULATED MARKET",2481
"XTEH","XTEH","TEHRAN STOCK EXCHANGE",2482
"XTFE","XTFE","TORONTO FUTURES EXCHANGE",2483
"XTFF","XTFF","TOKYO FINANCIAL  EXCHANGE",2484
"XTFN","XTFN","TRADEPOINT FINANCIAL NETWORKS PLC",2485
"XTIR","XTIR","TIRANA STOCK EXCHANGE",2486
"XTK1","XTK1","TOKYO STOCK EXCHANGE - TOSTNET-1",2487
"XTK2","XTK2","TOKYO STOCK EXCHANGE - TOSTNET-2",2488
"XTK3","XTK3","TOKYO STOCK EXCHANGE - TOSTNET-3",2489
"XTKA","XTKA","TOYOHASHI KANKEN TORIHIKIJO (DRIED COCOON EXCHANGE) - CHUBU COMMODITY EXCHANGE",2490
"XTKO","XTKO","TOKYO GRAIN EXCHANGE",2491
"XTKS","XTKS","TOKYO STOCK EXCHANGE",2492
"XTKT","XTKT","TOKYO COMMODITY EXCHANGE",2493
"XTLX","XTLX","TLX",2494
"XTND","XTND","XTEND",2495
"XTNX","XTNX","TSX VENTURE EXCHANGE - NEX",2496
"XTOE","XTOE","TORONTO OPTIONS EXCHANGE",2497
"XTPE","XTPE","TULLETT PREBON PLC - TP ENERGYTRADE",2498
"XTPZ","XTPZ","INTERNATIONAL  SECURITIES EXCHANGE, LLC - TOPAZ",2499
"XTRA","XTRA","XTRAMARKED",2500
"XTRD","XTRD","XTRD",2501
"XTRN","XTRN","TRINIDAD AND TOBAGO STOCK EXCHANGE",2502
"XTRZ","XTRZ","ZAGREB MONEY AND SHORT TERM SECURITIES MARKET INC",2503
"XTSE","XTSE","TORONTO STOCK EXCHANGE",2504
"XTSX","XTSX","TSX VENTURE EXCHANGE",2505
"XTUC","XTUC","NUEVA BOLSA DE COMERCIO DE TUCUMAN S.A.",2506
"XTUN","XTUN","TUNIS STOCK EXCHANGE (BOURSE DE TUNIS)",2507
"XTUP","XTUP","TULLETT PREBON PLC",2508
"XTUR","XTUR","TURKISH DERIVATIVES EXCHANGE",2509
"XTXD","XTXD","XTX DIRECT",2510
"XTXE","XTXE","XTX MARKETS SAS",2511
"XTXM","XTXM","XTX MARKETS",2512
"XUAX","XUAX","UKRAINIAN STOCK EXCHANGE",2513
"XUBS","XUBS","AQUIS EXCHANGE PLC - AMP - DARK ORDER BOOK",2514
"XUGA","XUGA","UGANDA SECURITIES EXCHANGE",2515
"XUKR","XUKR","UKRAINIAN UNIVERSAL COMMODITY EXCHANGE",2516
"XULA","XULA","MONGOLIAN STOCK EXCHANGE",2517
"XUMP","XUMP","UBS MTF LIMITED - PERIODIC AUCTION ORDER BOOK",2518
"XUNI","XUNI","UNIVERSAL BROKER'S EXCHANGE 'TASHKENT'",2519
"XUSE","XUSE","UNITED STOCK EXCHANGE",2520
"XVAL","XVAL","BOLSA DE VALENCIA",2521
"XVAR","XVAR","VARAZDIN STOCK EXCHANGE, THE",2522
"XVES","XVES","VESTIMA",2523
"XVIA","XVIA","ALTERNATIVE MARKET-FIRST NORTH LITHUANIA",2524
"XVIE","XVIE","WIENER BOERSE AG, WERTPAPIERBOERSE (SECURITIES EXCHANGE)",2525
"XVLA","XVLA","VLADIVOSTOK (RUSSIA) STOCK EXCHANGE",2526
"XVPA","XVPA","BOLSA DE VALORES Y PRODUCTOS DE ASUNCION SA",2527
"XVPB","XVPB","VP BANK AG - SYSTEMATIC INTERNALISER",2528
"XVSE","XVSE","VANCOUVER STOCK EXCHANGE",2529
"XVTX","XVTX","SIX SWISS EXCHANGE - BLUE CHIPS SEGMENT",2530
"XWAR","XWAR","WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET",2531
"XWBO","XWBO","WIENER BOERSE AG",2532
"XWCE","XWCE","INTERCONTINENTAL EXCHANGE - ICE FUTURES CANADA",2533
"XWEE","XWEE","WEEDEN ATS",2534
"XXSC","XXSC","FRANKFURT CEF SC",2535
"XXXX","XXXX","NO MARKET (E.G. UNLISTED)",2536
"XYIE","XYIE","YIELDBROKER PTY LTD",2537
"XYKT","XYKT","YOKOHAMA COMMODITY EXCHANGE (WRONGLY RENAMED TOKYO GRAIN EXCHANGE SEPT 2006)",2538
"XZAG","XZAG","ZAGREB STOCK EXCHANGE",2539
"XZAM","XZAM","THE ZAGREB STOCK EXCHANGE MTF",2540
"XZAP","XZAP","PROGRESS MARKET",2541
"XZCE","XZCE","ZHENGZHOU COMMODITY EXCHANGE",2542
"XZIM","XZIM","ZIMBABWE STOCK EXCHANGE",2543
"YKNA","YKNA","COMHAR CAPITAL MARKETS, LLC - US EQUITIES",2544
"YLDX","YLDX","JSE INTEREST RATE DERIVATIVES MARKET",2545
"ZAPA","ZAPA","ZAGREB STOCK EXCHANGE - APA",2546
"ZARX","ZARX","ZAR X",2547
"ZBUL","ZBUL","BULGARIAN STOCK EXCHANGE - MAIN MARKET",2548
"ZERO","ZERO","ZERO HASH",2549
"ZFXM","ZFXM","JSE CURRENCY DERIVATIVES MARKET",2550
"ZKBX","ZKBX","ZURCHER KANTONALBANK SECURITIES EXCHANGE",2551
"ZOBX","ZOBX","ZOBEX",2552
"ZODM","ZODM","ZODIA MARKETS",2553
