"ID","NAME","DESCRIPTION","IID"
"MHBL","MHBL","MIZUHO BANK, LTD. LONDON BRANCH - SYSTEMATIC INTERNALISER",1187
"MHBP","MHBP","MIZUHO BANK LTD. - PARIS BRANCH - SYSTEMATIC INTERNALISER",1188
"MHEL","MHEL","NASDAQ HELSINKI LTD -  AUCTION ON DEMAND",1189
"MHEU","MHEU","MIZUHO SECURITIES EUROPE - SYSTEMATIC INTERNALISER",1190
"MHIP","MHIP","MIZUHO INTERNATIONAL - SYSTEMATIC INTERNALISER",1191
"MIBG","MIBG","MERCADO ORGANIZADO DEL GAS",1192
"MIBL","MIBL","MITSUBISHI UFJ INVESTOR SERVICES AND BANKING - SYSTEMATIC INTERNALISER",1193
"MICE","MICE","NASDAQ ICELAND HF. - AUCTION ON DEMAND",1194
"MIDC","MIDC","MIDCHAINS",1195
"MIHI","MIHI","MIAMI INTERNATIONAL HOLDINGS, INC.",1196
"MISX","MISX","MOSCOW EXCHANGE - ALL MARKETS",1197
"MIVX","MIVX","EURONEXT MIV MILAN",1198
"MIZX","MIZX","MIZUHO INTERNAL CROSSING",1199
"MKAA","MKAA","MARKETAXESS ATS",1200
"MKAP","MKAP","MERITKAPITAL - SYSTEMATIC INTERNALISER",1201
"MKTF","MKTF","MARKET SECURITIES (FRANCE) SA",1202
"MLAX","MLAX","BANK OF AMERICA - MERRILL LYNCH AUCTION CROSS",1203
"MLCO","MLCO","BANK OF AMERICA - MERRILL LYNCH OTC",1204
"MLER","MLER","BOFA SECURITIES EUROPE - RFQ - SYSTEMATIC INTERNALISER",1205
"MLES","MLES","BOFA SECURITIES EUROPE - SYSTEMATIC INTERNALISER",1206
"MLEU","MLEU","BANK OF AMERICA - MERRILL LYNCH OTC - EUROPE",1207
"MLEX","MLEX","BOFA SECURITIES EUROPE",1208
"MLIB","MLIB","MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY",1209
"MLIX","MLIX","MERRILL LYNCH INTERNATIONAL",1210
"MLRQ","MLRQ","MERRILL LYNCH INTERNATIONAL - RFQ - SYSTEMATIC INTERNALISER",1211
"MLSI","MLSI","MERRILL LYNCH INTERNATIONAL - SYSTEMATIC INTERNALISER",1212
"MLVE","MLVE","BANK OF AMERICA - MERRILL LYNCH VWAP CROSS - EUROPE",1213
"MLVX","MLVX","BANK OF AMERICA - MERRILL LYNCH VWAP CROSS",1214
"MLXB","MLXB","EURONEXT ACCESS BRUSSELS",1215
"MLXN","MLXN","BANK OF AMERICA - MERRILL LYNCH INSTINCT X - EUROPE",1216
"MNDK","MNDK","FIRST NORTH DENMARK - AUCTION ON DEMAND",1217
"MNFI","MNFI","FIRST NORTH FINLAND - AUCTION ON DEMAND",1218
"MNIS","MNIS","FIRST NORTH ICELAND - AUCTION ON DEMAND",1219
"MNSE","MNSE","FIRST NORTH SWEDEN - AUCTION ON DEMAND",1220
"MOCX","MOCX","MOC CROSS",1221
"MOSE","MOSE","FIRST NORTH SWEDEN - NORWAY AUCTION ON DEMAND",1222
"MOTX","MOTX","ELECTRONIC BOND MARKET",1223
"MPRL","MPRL","MIAX PEARL, LLC",1224
"MSAL","MSAL","MORGAN STANLEY AUSTRALIA SECURITIES LIMITED",1225
"MSAX","MSAX","MORGAN STANLEY MTF - PERIODIC AUCTION",1226
"MSBI","MSBI","MORGAN STANLEY BANK INTERNATIONAL LIMITED",1227
"MSCO","MSCO","MORGAN STANLEY AND CO. LLC",1228
"MSCX","MSCX","MORGAN STANLEY MTF - CONTINUOUS CROSS DARK",1229
"MSDM","MSDM","MICHAEL/STROM DOM MAKLERSKI SPOLKA AKCYJNA - SYSTEMATIC INTERNALISER",1230
"MSEL","MSEL","MAREX SPECTRON EUROPE LIMITED - OTF",1231
"MSEU","MSEU","MORGAN STANLEY EUROPE S.E.",1232
"MSIP","MSIP","MORGAN STANLEY AND CO. INTERNATIONAL PLC",1233
"MSLP","MSLP","MORGAN STANLEY AUTOMATED LIQUIDITY PROVISION",1234
"MSMS","MSMS","MORGAN STANLEY MUFG SECURITIES CO., LTD",1235
"MSNT","MSNT","MORGAN STANLEY MTF - NEGOTIATED TRADE",1236
"MSPL","MSPL","MS POOL",1237
"MSRP","MSRP","MS RPOOL",1238
"MSSI","MSSI","MORGAN STANLEY AND CO. INTERNATIONAL PLC - SYSTEMATIC INTERNALISER",1239
"MSTC","MSTC","MS TRAJECTORY CROSSING ATS",1240
"MSTO","MSTO","NASDAQ STOCKHOLM AB - AUCTION ON DEMAND",1241
"MSTX","MSTX","MS TRAJECTORY CROSS",1242
"MSWP","MSWP","MTS INTERDEALER SWAPS MARKET",1243
"MTAA","MTAA","EURONEXT MILAN",1244
"MTAH","MTAH","BORSA ITALIANA EQUITY MTF",1245
"MTAX","MTAX","MTAX",1246
"MTCH","MTCH","BONDMATCH",1247
"MTSA","MTSA","MTS AUSTRIA",1248
"MTSB","MTSB","MTS BONDS.COM",1249
"MTSC","MTSC","MTS ITALIA",1250
"MTSD","MTSD","MTS DENMARK",1251
"MTSF","MTSF","MTS FINLAND",1252
"MTSG","MTSG","MTS GREECE",1253
"MTSM","MTSM","MTS CORPORATE MARKET",1254
"MTSO","MTSO","MTS S.P.A.",1255
"MTSP","MTSP","MTS POLAND",1256
"MTSS","MTSS","MTS INTERDEALER SWAPS MARKET",1257
"MTSW","MTSW","MTS SWAP MARKET",1258
"MTUS","MTUS","MTS MARKETS INTERNATIONAL INC.",1259
"MTXA","MTXA","MARKETAXESS CANADA COMPANY",1260
"MTXC","MTXC","MARKETAXESS CORPORATION SINGLE-NAME CDS CENTRAL LIMIT ORDER",1261
"MTXM","MTXM","MARKETAXESS CORPORATION MID-X TRADING SYSTEM",1262
"MTXS","MTXS","MARKETAXESS SEF CORPORATION",1263
"MTXX","MTXX","MARKETAXESS CORPORATION",1264
"MUBE","MUBE","MUFG BANK (EUROPE) N.V. - SYSTEMATIC INTERNALISER",1265
"MUBL","MUBL","MUFG BANK, LTD. - LONDON BRANCH -SYSTEMATIC INTERNALISER",1266
"MUBM","MUBM","MUFG BANK, LTD. - MILANO BRANCH - SYSTEMATIC INTERNALISER",1267
"MUBP","MUBP","MUFG BANK, LTD. - PARIS BRANCH - SYSTEMATIC INTERNALISER",1268
"MUDX","MUDX","MITSUBISHI DIAMOND CROSSING",1269
"MUFP","MUFP","MARIANA UFP LLP",1270
"MUNA","MUNA","BOERSE MUENCHEN - REGULIERTER MARKT",1271
"MUNB","MUNB","BOERSE MUENCHEN - FREIVERKEHR",1272
"MUNC","MUNC","BOERSE MUENCHEN - GETTEX - REGULIERTER MARKT",1273
"MUND","MUND","BOERSE MUENCHEN - GETTEX - FREIVERKEHR",1274
"MUSE","MUSE","MUFG SECURITIES EMEA PLC - SYSTEMATIC INTERNALISER",1275
"MUSN","MUSN","MUFG SECURITIES (EUROPE) N.V -",1276
"MUTI","MUTI","MITSUBISHI UFJ TRUST INTERNATIONAL LIMITED",1277
"MVCX","MVCX","MERCADO DE VALORES DE CORDOBA S.A.",1278
"MXLM","MXLM","MARKETAXESS EUROPE LIMITED - LIVE MARKETS",1279
"MXNL","MXNL","MARKETAXESS NL B.V. - LIVE MARKETS",1280
"MXOP","MXOP","MEMX LLC OPTIONS",1281
"MYTR","MYTR","MYTREASURY",1282
"N2EX","N2EX","N2EX",1283
"NABA","NABA","NATIONAL AUSTRALIA BANK - FX DERIVATIVES AND FIXED INCOME SECURITIES - SYSTEMATIC INTERNALISER",1284
"NABE","NABE","NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER",1285
"NABL","NABL","NATIONAL AUSTRALIA BANK - SYSTEMATIC INTERNALISER",1286
"NABP","NABP","NATIONAL AUSTRALIA BANK EUROPE S.A.",1287
"NABU","NABU","NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER - FIXED INCOME SECURITIES",1288
"NAMX","NAMX","NATIONAL MERCANTILE EXCHANGE",1289
"NAPA","NAPA","NASDAQ STOCKHOLM AB - APA SERVICE",1290
"NASB","NASB","NASDAQ BALTIC",1291
"NASD","NASD","NSDQ DARK",1292
"NASN","NASN","NASDAQ OMX DERIVATIVES MARKETS",1293
"NASX","NASX","NASD OTC MARKET",1294
"NATX","NATX","NATIXIS - SYSTEMATIC INTERNALISER",1295
"NAVE","NAVE","NAVESIS-MTF",1296
"NBFL","NBFL","NATIONAL BANK FINANCIAL INC. - SYSTEMATIC INTERNALISER",1297
"NBLX","NBLX","NOBLE EXCHANGE",1298
"NBOT","NBOT","NATIONAL BOARD OF TRADE LIMITED",1299
"NBXO","NBXO","NASDAQ OMX BX OPTIONS",1300
"NCEL","NCEL","PAKISTAN MERCANTILE EXCHANGE",1301
"NCME","NCME","SMBC NIKKO CAPITAL MARKETS EUROPE GMBH",1302
"NCML","NCML","SMBC NIKKO CAPITAL MARKETS LIMITED - SYSTEMATIC INTERNALISER",1303
"NDCM","NDCM","ICE ENDEX UK OCM GAS SPOT",1304
"NDEX","NDEX","ICE ENDEX FUTURES",1305
"NDXS","NDXS","ICE ENDEX EUROPEAN GAS SPOT",1306
"NECD","NECD","NSX DARK",1307
"NEEQ","NEEQ","NATIONAL EQUITIES EXCHANGE AND QUOTATIONS",1308
"NEOC","NEOC","NEO CONNECT",1309
"NEOD","NEOD","NEO EXCHANGE - NEO-D (DARK)",1310
"NEOE","NEOE","NEO EXCHANGE - NEO-L (MARKET BY ORDER)",1311
"NEON","NEON","NEO EXCHANGE - NEO-N (MARKET BY PRICE)",1312
"NESI","NESI","NOMURA EUROPE - SYSTEMATIC INTERNALISER",1313
"NEXD","NEXD","AQSE MAIN MARKET (NON-EQUITY)",1314
"NEXF","NEXF","AQSE GROWTH MARKET (NON-EQUITY)",1315
"NEXG","NEXG","AQSE GROWTH MARKET (EQUITY)",1316
"NEXL","NEXL","AQSE MAIN MARKET (EQUITY)",1317
"NEXN","NEXN","AQSE TRADING (NON-EQUITY)",1318
"NEXO","NEXO","NOREXECO ASA",1319
"NEXS","NEXS","NEX SEF",1320
"NEXT","NEXT","AQSE TRADING (EQUITY)",1321
"NEXX","NEXX","AQUIS STOCK EXCHANGE",1322
"NEXY","NEXY","EBS MTF - RFQ - FOR CORPORATES TRADING FX PRODUCTS",1323
"NFSA","NFSA","FIDELITY CROSSSTREAM",1324
"NFSC","NFSC","NATIONAL FINANCIAL SERVICES, LLC",1325
"NFSD","NFSD","FIDELITY DARK",1326
"NGXC","NGXC","NATURAL GAS EXCHANGE",1327
"NIBC","NIBC","NIBC - SYSTEMIC INTERNALISER",1328
"NIBR","NIBR","NORWEGIAN INTER BANK OFFERED RATE",1329
"NILX","NILX","NILE STOCK EXCHANGE",1330
"NLAX","NLAX","CLEARPOOL EXECUTION SERVICES, LLC - NATURAL LIQUIDITY ALLIANCE",1331
"NLBX","NLBX","NORDDEUTSCHE LANDESBANK - GIROZENTRALE - SYSTEMATIC INTERNALISER",1332
"NLPX","NLPX","APX POWER NL",1333
"NMCE","NMCE","NATIONAL MULTI-COMMODITY EXCHANGE OF INDIA",1334
"NMRA","NMRA","NOMURA SECURITIES INTERNATIONAL",1335
"NMRJ","NMRJ","NOMURA SECURITIES CO LTD",1336
"NMSX","NMSX","NOMURA - EXTERNAL CROSSING PLATFORM",1337
"NMTF","NMTF","NORDIC MTF",1338
"NMTS","NMTS","NEW EUROMTS",1339
"NNCS","NNCS","REGIONAL EXCHANGE CENTRE - MICEX VOLGA REGION",1340
"NOCO","NOCO","NASDAQ STOCKHOLM AB - COMMODITIES",1341
"NODX","NODX","NODAL EXCHANGE",1342
"NOED","NOED","NASDAQ STOCKHOLM AB - NORWEGIAN EQ DERIVATIVES",1343
"NOFF","NOFF","NOMURA OTC TRADES",1344
"NOFI","NOFI","NASDAQ STOCKHOLM AB - NORWEGIAN FI DERIVATIVES",1345
"NOME","NOME","NASDAQ OMX EUROPE",1346
"NOOB","NOOB","NASDAQ STOCKHOLM AB - OTC NOK WB EQ DERIVATIVES",1347
"NOPS","NOPS","NORD POOL SPOT AS",1348
"NORD","NORD","HSH NORDBANK - SYSTEMATIC INTERNALISER",1349
"NORX","NORX","NASDAQ OSLO ASA",1350
"NOSC","NOSC","NOS CLEARING ASA",1351
"NOSI","NOSI","NOMURA - SYSTEMATIC INTERNALISER",1352
"NOTC","NOTC","NORWEGIAN OVER THE COUNTER MARKET",1353
"NOWB","NOWB","NASDAQ STOCKHOLM AB - NOK WB EQ DERIVATIVES",1354
"NOWX","NOWX","NOW CP - NEU CP",1355
"NPEX","NPEX","NPEX",1356
"NPGA","NPGA","GASPOINT NORDIC A/S",1357
"NSME","NSME","NORDIC SME",1358
"NSPO","NSPO","NASDAQ SPOT AB",1359
"NSSA","NSSA","NOBLE SECURITIES S.A.",1360
"NSXB","NSXB","BENDIGO STOCK EXCHANGE LIMITED",1361
"NTUK","NTUK","NATIXIS LONDON BRANCH",1362
"NURD","NURD","NASDAQ EUROPE (NURO) DARK",1363
"NURO","NURO","NASDAQ OMX EUROPE",1364
"NWMS","NWMS","ROYAL BANK OF SCOTLAND - SYSTEMATIC INTERNALISER",1365
"NWNV","NWNV","NATWEST MARKETS NV",1366
"NXEU","NXEU","NX",1367
"NXJP","NXJP","NX JAPAN",1368
"NXSE","NXSE","NX SELECT JAPAN",1369
"NXUS","NXUS","NX ATS - CROSSING PLATFORM",1370
"NXVW","NXVW","NX VWAP",1371
"NYFX","NYFX","MILLENNIUM",1372
"NYMS","NYMS","CME SWAPS MARKETS (NYMEX)",1373
"NYMX","NYMX","NYMEX EUROPE LTD.",1374
"NYPC","NYPC","NEW YORK PORTFOLIO CLEARING",1375
"NYSD","NYSD","NYSE DARK",1376
"NYSI","NYSI","NYKREDIT BANK - SYSTEMATIC INTERNALISER",1377
"NZFX","NZFX","ASX - NEW ZEALAND FUTURES & OPTIONS",1378
"OAPA","OAPA","OSLO BORS - APA",1379
"OBKL","OBKL","OBERBANK AG - SYSTEMATIC INTERNALISER",1380
"OCEA","OCEA","BLUE OCEAN ALTERNATIVE TRADING SYSTEM",1381
"OCSI","OCSI","SOVA CAPITAL - SYSTEMATIC INTERNALISER",1382
"ODDO","ODDO","ODDO BHF",1383
"ODOC","ODOC","ODDO CONTREPARTIE",1384
"ODXE","ODXE","ODX - OSAKA DIGITAL EXCHANGE",1385
"OFEX","OFEX","OFEX",1386
"OHVO","OHVO","OHV OTF",1387
"OILX","OILX","OILX",1388
"OLBB","OLBB","OLDENBURGISCHE LANDESBANK AG FX  HANDEL - SYSTEMATIC INTERNALISER",1389
"OLLC","OLLC","OTCEX LLC",1390
"OMEL","OMEL","OMI POLO ESPANOL S.A. (OMIE)",1391
"OMGA","OMGA","OMEGA ATS",1392
"OMIC","OMIC","THE IBERIAN ENERGY CLEARING HOUSE",1393
"OMIP","OMIP","OMIP - POLO PORTUGUES, S.G.M.R., S.A. / OMIP DERIVATIVES MARKET",1394
"ONEC","ONEC","CITI-ONE",1395
"ONSE","ONSE","FIRST NORTH SWEDEN - NORWAY",1396
"OOTC","OOTC","OTHER OTC",1397
"OPCO","OPCO","OP CORPORATE BANK PLC - SYSTEMATIC INTERNALISER",1398
"OPEX","OPEX","PEX-PRIVATE EXCHANGE",1399
"OPRA","OPRA","OPTIONS PRICE REPORTING AUTHORITY",1400
"OSDS","OSDS","OSL DIGITAL SECURITIES EXCHANGE",1401
"OSLC","OSLC","SIX X-CLEAR AG",1402
"OSSG","OSSG","OSL SG EXCHANGES",1403
"OTCB","OTCB","OTCQB MARKETPLACE",1404
"OTCE","OTCE","OTCEX",1405
"OTCI","OTCI","OTC LINK NQB IDQS (INTER-DEALER QUOTATION SYSTEM)",1406
"OTCM","OTCM","OTC LINK ATS - OTC MARKETS",1407
"OTCN","OTCN","OTC LINK ECN",1408
"OTCQ","OTCQ","OTCQX MARKETPLACE",1409
"OTCX","OTCX","OTC EXCHANGE OF INDIA",1410
"OTPB","OTPB","OTP BANK NYRT - SYSTEMATIC INTERNALISER",1411
"OTPR","OTPR","OTP BANK ROMANIA SA",1412
"OTXB","OTXB","BERNER KANTONALBANK OTC-X",1413
"OTXT","OTXT","OTCX TRADING LIMITED UK MTF",1414
"PARK","PARK","PARKER POLAND SP. ZO.O.",1415
"PARX","PARX","PARFX",1416
"PATF","PATF","PATRIA FINANCE A.S.",1417
"PAVE","PAVE","ALTERNATIVE PLATFORM FOR SPANISH SECURITIES",1418
"PBGR","PBGR","PIRAEUS BANK - SYSTEMATIC INTERNALISER",1419
"PBUL","PBUL","BULGARIAN STOCK EXCHANGE - APA",1420
"PCDS","PCDS","TULLETT PREBON PLC - PREBON CDS",1421
"PDEX","PDEX","PHILIPPINE DEALING AND EXCHANGE CORP",1422
"PDQD","PDQD","CODA MARKETS ATS DARK",1423
"PDQX","PDQX","CODA MARKETS",1424
"PEEL","PEEL","PEEL HUNT LLP UK",1425
"PEPH","PEPH","PEPINS - MTF - HALF-YEAR",1426
"PEPM","PEPM","PEPINS - MTF - MONTH",1427
"PEPQ","PEPQ","PEPINS - MTF - QUARTER",1428
"PEPW","PEPW","PEPINS - MTF",1429
"PEPY","PEPY","PEPINS - MTF - YEAR",1430
"PFTQ","PFTQ","PFTS QUOTE DRIVEN",1431
"PFTS","PFTS","PFTS STOCK EXCHANGE",1432
"PFXD","PFXD","PARNDF",1433
"PIEU","PIEU","ARITAS FINANCIAL LTD",1434
"PINC","PINC","OTC PINK CURRENT",1435
"PINI","PINI","OTC PINK NO INFORMATION",1436
"PINL","PINL","OTC PINK LIMITED",1437
"PINX","PINX","OTC PINK MARKETPLACE",1438
"PIPE","PIPE","ARITAS SECURITIES LLC",1439
"PIPR","PIPR","PIPER SANDLER AND CO.",1440
"PIRM","PIRM","PIRUM",1441
"PJCX","PJCX","PIPER SANDLER AND CO. - ATS",1442
"PKOP","PKOP","BANK POLSKA KASA OPIEKI S.A. - SYSTEMATIC INTERNALISER",1443
"PLDX","PLDX","PLUS DERIVATIVES EXCHANGE",1444
"PLPD","PLPD","WARSAW STOCK EXCHANGE/POLISH POWER EXCHANGE/REGULATED MARKET",1445
"PLPO","PLPO","WARSAW STOCK EXCHANGE/COMMODITIES/POLISH POWER - EXCHANGE/ORGANIZED TRADING FACILITIES",1446
"PLPS","PLPS","WARSAW STOCK EXCHANGE/COMMODITIES/POLISH POWER EXCHANGE/SPOT",1447
"PLPX","PLPX","WARSAW STOCK EXCHANGE/COMMODITIES/POLISH POWER EXCHANGE/ENERGY MARKET",1448
"PLSX","PLSX","PLUS STOCK EXCHANGE",1449
"PLUS","PLUS","BOERSE MUENCHEN - FREIVERKHER - PLUS - EUROPE",1450
"PMTS","PMTS","MTS PORTUGAL SGMR, SA",1451
"PNED","PNED","NASDAQ STOCKHOLM AB - PAN-NORDIC EQ DERIVATIVES",1452
"POEE","POEE","WARSAW STOCK EXCHANGE/ENERGY MARKET/POEE",1453
"PORT","PORT","MTS PORTUGAL",1454
"POSE","POSE","PORTFOLIO STOCK EXCHANGE",1455
"POTC","POTC","PACIFIC OTC",1456
"PPEX","PPEX","PROPERTY PARTNER EXCHANGE",1457
"PRME","PRME","MTS PRIME",1458
"PROS","PROS","PROSPECTS",1459
"PRSE","PRSE","PRAGMA ATS",1460
"PSGM","PSGM","OTC GREY MARKET",1461
"PSXD","PSXD","NASDAQ PSX",1462
"PTPG","PTPG","POLISH TRADING POINT",1463
"PULX","PULX","INSTINET BLOCKCROSS ATS",1464
"PUMA","PUMA","PUMA CAPITAL, LLC",1465
"PUMX","PUMX","PUMA CAPITAL, LLC - OPTIONS",1466
"PUND","PUND","PUNDION LLC",1467
"PURE","PURE","CANADIAN SECURITIES EXCHANGE - PURE",1468
"PVMF","PVMF","PVM OTF",1469
"PXIL","PXIL","POWER EXCHANGE INDIA LTD.",1470
"QMTF","QMTF","QUOTE MTF",1471
"QMTS","QMTS","MTS QUASI GOVERNMENT",1472
"QWIX","QWIX","Q-WIXX PLATFORM",1473
"R5FX","R5FX","R5FX LIMITED",1474
"RABL","RABL","RABOBANK INTERNATIONAL UK - SYSTEMATIC INTERNALISER",1475
"RABO","RABO","RABOBANK - SYSTEMATIC INTERNALISER",1476
"RAJA","RAJA","RAYMOND JAMES",1477
"RBCB","RBCB","RBC INVESTOR SERVICES BANK S.A.",1478
"RBCC","RBCC","RBC - PARIS BRANCH - SYSTEMATIC INTERNALISER",1479
"RBCE","RBCE","RBC EUROPE LIMITED",1480
"RBCG","RBCG","RBC CAPITAL MARKETS (EUROPE) GMBH",1481
"RBCM","RBCM","RBC - ROYAL BANK OF CANADA",1482
"RBCT","RBCT","RBC INVESTOR SERVICES TRUST",1483
"RBHU","RBHU","RAIFFEISEN BANK (HUNGARY) - SYSTEMATIC INTERNALISER",1484
"RBIV","RBIV","RAIFFEISEN BANK INTERNATIONAL AG - SYSTEMATIC INTERNALISER",1485
"RBSI","RBSI","RBC INVESTOR SERVICES BANK S.A. - SYSTEMATIC INTERNALISER",1486
"RBSX","RBSX","RBS CROSS",1487
"RCBX","RCBX","INSTINET RETAIL CBX",1488
"RCMA","RCMA","RBC CAPITAL MARKETS ARBITRAGE S.A.",1489
"RENC","RENC","RENAISSANCE SECURITIES (CYPRUS) LIMITED",1490
"RESE","RESE","EBS MTF - RESET",1491
"RESF","RESF","EBS MTF - RESET SEGMENT",1492
"REST","REST","NEX SEF MTF - RESET - RISK MITIGATION SERVICES",1493
"RFBK","RFBK","RAIFFEISENBANK, AS.  - SYSTEMATIC INTERNALISER",1494
"RICD","RICD","RIVERCROSS DARK",1495
"RICX","RICX","RIVERCROSS",1496
"RITS","RITS","REFINITIV - FORWARDS MATCHING",1497
"RLBO","RLBO","RAIFFEISENLANDESBANK OBERÖSTERREICH - SYSTEMATIC INTERNALISER",1498
"RMMS","RMMS","RMB MORGAN STANLEY",1499
"RMMX","RMMX","RMB MORGAN STANLEY - INVENTORY MANAGER",1500
"RMTF","RMTF","REFINITIV MTF",1501
"RMTS","RMTS","MTS ISRAEL",1502
"ROCO","ROCO","TAIPEI EXCHANGE",1503
"ROFX","ROFX","ROSARIO FUTURE EXCHANGE",1504
"ROSR","ROSR","SIX REPO AG",1505
"ROTC","ROTC","RWANDA OTC MARKET",1506
"RPDX","RPDX","MOSCOW ENERGY EXCHANGE",1507
"RPWC","RPWC","WARSAW STOCK EXCHANGE/BONDS/CATALYST/BONDSPOT/REGULATED MARKET",1508
"RR4G","RR4G","ROUTE4GAS",1509
"RSEX","RSEX","RWANDA STOCK EXCHANGE",1510
"RTSI","RTSI","RBC INVESTOR SERVICES TRUST - SYSTEMATIC INTERNALISER",1511
"RTSL","RTSL","REFINITIV TRANSACTIONS SERVICES LIMITED",1512
"RTSP","RTSP","REFINITIV TRANSACTION SERVICES PTE. LTD",1513
"RTSX","RTSX","MOSCOW EXCHANGE - DERIVATIVES MARKET",1514
"RUSX","RUSX","NON-PROFIT PARTNERSHIP FOR THE DEVELOPMENT OF FINANCIAL MARKET RTS",1515
"S3FM","S3FM","SOCIETY3 FUNDERSMART",1516
"SAGE","SAGE","SAGETRADER",1517
"SANT","SANT","BANCO SANTANDER S.A. - SYSTEMATIC INTERNALISER",1518
"SB1M","SB1M","SPAREBANK 1 MARKETS - SYSTEMATIC INTERNALISER",1519
"SBAR","SBAR","BOLSA DE BARCELONA RENTA FIJA",1520
"SBEX","SBEX","SCOTIABANK - SYSTEMATIC INTERNALISER",1521
"SBIJ","SBIJ","JAPANNEXT - J - MARKET",1522
"SBIL","SBIL","BOLSA DE BILBAO RENTA FIJA",1523
"SBIU","SBIU","JAPANNEXT - U - MARKET",1524
"SBIV","SBIV","JAPANNEXT - VWAP CROSSING",1525
"SBMF","SBMF","SPOT REGULATED MARKET - BMFMS",1526
"SBSI","SBSI","SYDBANK A/S",1527
"SCAG","SCAG","STANDARD CHARTERED BANK AG - SYSTEMATIC INTERNALISER",1528
"SCOT","SCOT","SCOTTISH STOCK EXCHANGE",1529
"SCXA","SCXA","SEED DIGITAL SECURITIES MARKET",1530
"SCXF","SCXF","SEED FUTURES",1531
"SCXM","SCXM","SEED DIGITAL COMMODITIES MARKET",1532
"SCXO","SCXO","SEED CX",1533
"SCXS","SCXS","SEED SEF",1534
"SEBA","SEBA","STIFEL EUROPE BANK AG  - SYSTEMATIC INTERNALISER",1535
"SEBL","SEBL","SEB LITHUANIA - SYSTEMATIC INTERNALISER",1536
"SEBS","SEBS","SEB - SYSTEMATIC INTERNALISER",1537
"SEBX","SEBX","SEB - LIQUIDITY POOL",1538
"SECC","SECC","SECDEX CLEARING LIMITED",1539
"SECD","SECD","SECDEX DEPOSITORY LIMITED",1540
"SECE","SECE","SECDEX EXCHANGE LIMITED",1541
"SECF","SECF","SECFINEX",1542
"SEDC","SEDC","SECDEX DIGITAL CUSTODIAN LIMITED",1543
"SEDR","SEDR","SEEDRS - SECONDARY MARKET",1544
"SEDX","SEDX","SECURITISED DERIVATIVES MARKET",1545
"SEED","SEED","NASDAQ STOCKHOLM AB - SWEDISH EQ DERIVATIVES",1546
"SELC","SELC","SISTEMA ESPECIAL DE LIQUIDACAO E CUSTODIA DE TITULOS PUBLICOS",1547
"SEMX","SEMX","SEMOPX",1548
"SEND","SEND","SEND - SISTEMA ELECTRONICO DE NEGOCIACION DE DEUDA",1549
"SEOB","SEOB","NASDAQ STOCKHOLM AB - OTC SEK WB EQ DERIVATIVES",1550
"SEPE","SEPE","STOCK EXCHANGE PERSPECTIVA",1551
"SEWB","SEWB","NASDAQ STOCKHOLM AB - SEK WB EQ DERIVATIVES",1552
"SFCL","SFCL","SWISSCANTO FUNDS CENTRE LIMITED",1553
"SFOX","SFOX","SFOX",1554
"SGA2","SGA2","SG AMERICAS SECURITIES, LLC - SECOND VENUE",1555
"SGAS","SGAS","SG AMERICAS SECURITIES, LLC",1556
"SGEX","SGEX","SHANGHAI GOLD EXCHANGE",1557
"SGMA","SGMA","GOLDMAN SACH MTF",1558
"SGMT","SGMT","SIGMA X2",1559
"SGMU","SGMU","SIGMA X EUROPE NON-DISPLAYED BOOK",1560
"SGMV","SGMV","SIGMA X EUROPE AUCTION BOOK",1561
"SGMW","SGMW","SIGMA X EUROPE NEGOTIATED TRADE",1562
"SGMX","SGMX","SIGMA X MTF",1563
"SGMY","SGMY","SIGMA X MTF - AUCTION BOOK",1564
"SGMZ","SGMZ","SIGMA X MTF - NEGOTIATED TRADE",1565
"SGOE","SGOE","SG OPTION EUROPE - SYSTEMATIC INTERNALISER",1566
"SHAD","SHAD","D.E. SHAW DARK",1567
"SHAR","SHAR","ASSET MATCH",1568
"SHAW","SHAW","D.E. SHAW",1569
"SHSC","SHSC","STOCK EXCHANGE OF HONG KONG LIMITED - SHANGHAI - HONG KONG STOCK CONNECT",1570
"SIAB","SIAB","ALIOR BANK - SYSTEMATIC INTERNALISER",1571
"SIBC","SIBC","SIB CYPRUS LTD - SYSTEMATIC INTERNALISER",1572
"SICS","SICS","CREDIT SUISSE SECURITIES (EUROPE) LIMITED - SYSTEMATIC INTERNALISER",1573
"SIDX","SIDX","SCOTIABANK (IRELAND) DESIGNATED ACTIVITY COMPANY - SYSTEMATIC INTERNALISER",1574
"SIFX","SIFX","SIEGE FX LIMITED",1575
"SIGA","SIGA","SIGMA X AUSTRALIA",1576
"SIGH","SIGH","SIGMA X HONG KONG",1577
"SIGJ","SIGJ","SIGMA X JAPAN",1578
"SIGX","SIGX","SIGMA X CANADA",1579
"SIMD","SIMD","CREDIT SUISSE BANK (EUROPE), S.A. - SYSTEMATIC INTERNALISER",1580
"SIMV","SIMV","SIM VENTURE SECURITIES EXCHANGE",1581
"SISI","SISI","SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED - SYSTEMATIC INTERNALISER",1582
